5,13,-16777216,false
6,13,-16777216,false
7,13,-16777216,false
8,13,-16777216,false
9,13,-16777216,false
10,13,-16777216,false
11,13,-16777216,false
12,13,-16777216,false
13,13,-16777216,false
0,14,-16777216,false
1,14,-16777216,false
2,14,-16777216,false
3,14,-65536,true
4,14,-16777216,false
5,14,-16777216,false
6,14,-16777216,false
7,14,-16777216,false
8,14,-16777216,false
9,14,-16777216,false
10,14,-16777216,false
11,14,-16777216,false
12,14,-16777216,false
13,14,-16777216,false
0,15,-16777216,false
1,15,-16777216,false
2,15,-65536,true
3,15,-65536,true
4,15,-16777216,false
5,15,-16777216,false
6,15,-16777216,false
7,15,-16777216,false
8,16,-14336,true
9,15,-16777216,false
10,15,-16777216,false
11,15,-16777216,false
12,15,-16777216,false
13,15,-16777216,false
0,16,-16777216,false
1,16,-16777216,false
2,16,-65536,true
3,16,-16711936,true
4,16,-65281,true
5,16,-65281,true
6,16,-65281,true
7,16,-16777216,false
8,17,-14336,true
9,16,-16777216,false
10,16,-16777216,false
11,16,-16777216,false
12,16,-16777216,false
13,16,-16777216,false
0,17,-16777216,false
1,17,-16777216,false
2,17,-65281,true
3,17,-16711936,true
4,17,-16711936,true
5,17,-65281,true
6,17,-16776961,true
7,17,-16776961,true
8,18,-14336,true
9,18,-14336,true
10,17,-16777216,false
11,17,-16777216,false
12,17,-16777216,false
13,17,-16777216,false
0,18,-16777216,false
1,18,-16777216,false
2,18,-65281,true
3,18,-65281,true
4,18,-16711936,true
5,18,-65281,true
6,18,-16776961,true
7,18,-16776961,true
8,18,-16777216,false
9,18,-16777216,false
10,18,-14336,true
11,18,-16777216,false
12,18,-16777216,false
13,18,-16777216,false
0,19,-16777216,false
1,19,-16777216,false
2,19,-65281,true
3,19,-65536,true
4,19,-65281,true
5,19,-65281,true
6,19,-16776961,true
7,19,-16776961,true
8,19,-16711681,true
9,19,-16711681,true
10,19,-14336,true
11,19,-16777216,false
12,19,-16777216,false
13,19,-16777216,false
0,20,-16777216,false
1,20,-16777216,false
2,20,-65536,true
3,20,-16777216,false
4,20,-16711936,true
5,20,-16711936,true
6,20,-256,true
7,20,-256,true
8,20,-16711681,true
9,20,-16711681,true
10,20,-256,true
11,20,-256,true
12,20,-16777216,false
13,20,-16777216,false
0,21,-16777216,false
1,21,-16777216,false
2,21,-65281,true
3,21,-16777216,false
4,21,-16777216,false
5,21,-16711936,true
6,21,-256,true
7,21,-256,true
8,21,-16711681,true
9,21,-16711681,true
10,21,-256,true
11,21,-256,true
12,21,-16777216,false
13,21,-16777216,false
0,22,-16777216,false
1,22,-16777216,false
2,22,-16777216,false
3,22,-16777216,false
4,22,-16777216,false
5,22,-16777216,false
6,22,-16777216,false
7,22,-16777216,false
8,22,-16777216,false
9,22,-16777216,false
10,22,-16777216,false
11,22,-16777216,false
12,22,-16777216,false
13,22,-16777216,false
0,23,-16777216,false
1,23,-16777216,false
2,23,-16777216,false
3,23,-16777216,false
4,23,-16777216,false
5,23,-16777216,false
6,23,-16777216,false
7,23,-16777216,false
8,23,-16777216,false
9,23,-16777216,false
10,23,-16777216,false
11,23,-16777216,false
12,23,-16777216,false
13,23,-16777216,false
